timestamp	status	companies	boards	found	filtered_title	filtered_tier	filtered_location	filtered_posting_age	filtered_salary	filtered_content	filtered_cooldown	dupes	new_added	errors	filtered_blacklist	filtered_visa	filtered_posted_date	filtered_country_eligibility
2026-09-02T16:25:56.322Z	completed	60	0	5902	5204	0	200	0	0	0	0	210	288	15	0	0	0	0
